,Unnamed: 0,compound,negative,neutral,positive,screen_name,created_at,full_text,full_text_3,retweet_count,favorite_count,user_mentions
289,289,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 10:27:48, What about navigating between Celsius and Fahrenheit,,0,2,"[{""screen_name"": ""katerinareports"", ""name"": ""Katerina Ang"", ""id"": 740903, ""id_str"": ""740903"", ""indices"": [0, 16]}]"
290,290,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 10:30:23, Thats all you need to know,,0,1,"[{""screen_name"": ""katerinareports"", ""name"": ""Katerina Ang"", ""id"": 740903, ""id_str"": ""740903"", ""indices"": [0, 16]}]"
291,291,0.4215,0.0,0.774,0.226,TheStalwart,2019-03-25 10:39:48,Morgan Stanley says theres a 40 chance that Parliament agrees on a way forward wrt Brexit cc ,,2,3,"[{""screen_name"": ""LorcanRK"", ""name"": ""Lorcan Roche Kelly"", ""id"": 23116875, ""id_str"": ""23116875"", ""indices"": [96, 105]}]"
292,292,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 10:42:30,Read on Apples big event today ,,11,47,"[{""screen_name"": ""markgurman"", ""name"": ""Mark Gurman"", ""id"": 15958614, ""id_str"": ""15958614"", ""indices"": [5, 16]}]"
293,293,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 10:46:29,RT What may be absent from the event Any new versions of the gadgets that have helped Apple earn billions of dollars https ,What may be absent from the event: Any new versions of the gadgets that have helped Apple earn billions of dollars https://t.co/He41MEaR9z,5,0,"[{""screen_name"": ""FaseehMangi"", ""name"": ""Faseeh Mangi"", ""id"": 979782894, ""id_str"": ""979782894"", ""indices"": [3, 15]}]"
294,294,0.25,0.0,0.9,0.1,TheStalwart,2019-03-25 10:48:21,RT A high level thing I wonder about across domains is what inefficiencies are created when analyticsdata lead everyone to empl ,A high level thing I wonder about across domains is what inefficiencies are created when analytics/data lead everyone to employ the same strategy. https://t.co/BWLOOTcpsG,11,0,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [3, 12]}]"
295,295,0.0516,0.146,0.696,0.158,TheStalwart,2019-03-25 11:01:33,RT XRP Santander apologizes for misinformation regarding usage of XRP for international transfers ,XRP: Santander apologizes for misinformation regarding usage of XRP for international transfers https://t.co/g5snJ2vIAh,17,0,"[{""screen_name"": ""fintechfrank"", ""name"": ""Frank Chaparro"", ""id"": 2933805082, ""id_str"": ""2933805082"", ""indices"": [3, 16]}]"
296,296,-0.2732,0.087,0.9129999999999999,0.0,TheStalwart,2019-03-25 11:04:55,RT If activity softens more than expected or if inflation and inflation expectations run too low then policy may have to be left ,"“If activity softens more than expected or if inflation and inflation expectations run too low, then policy may have to be left on hold -- or perhaps even loosened -- to provide the appropriate accommodation to obtain our objectives,” Charlie Evans says https://t.co/eocgtbdHkn",8,0,"[{""screen_name"": ""boes_"", ""name"": ""Matthew B"", ""id"": 42570063, ""id_str"": ""42570063"", ""indices"": [3, 9]}]"
297,297,-0.6633,0.242,0.758,0.0,TheStalwart,2019-03-25 13:01:26,RT Why Bitcoin needs to be BURNT WITH FIRE The latest Odd Lots is out and I interviewed computer scient ,Why Bitcoin needs to be BURNT WITH FIRE. 🔥🔥🔥 (The latest Odd Lots is out. @TheStalwart and I interviewed computer scientist @ncweaver on the downsides of cryptocurrencies) https://t.co/Duqgrpjp4K,21,0,"[{""screen_name"": ""tracyalloway"", ""name"": ""Tracy Alloway"", ""id"": 20169416, ""id_str"": ""20169416"", ""indices"": [3, 16]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [93, 105]}]"
298,298,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 13:25:11,RT The average article gets about twice as many pageviews as a typical political article CBS HuffPost NowThis and Tim ,"The average @AOC article gets about twice as many pageviews as a typical political article. CBS, HuffPost, NowThis and Time mag are all benefiting from her rise to stardom. https://t.co/Q3YXCZ5Cct",15,0,"[{""screen_name"": ""gerryfsmith"", ""name"": ""Gerry Smith"", ""id"": 15810008, ""id_str"": ""15810008"", ""indices"": [3, 15]}, {""screen_name"": ""AOC"", ""name"": ""Alexandria Ocasio-Cortez"", ""id"": 138203134, ""id_str"": ""138203134"", ""indices"": [29, 33]}]"
299,299,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 13:30:18,45 rattlesnakes removed from under West Texas home ,,13,44,[]
300,300,-0.3818,0.171,0.742,0.087,TheStalwart,2019-03-25 13:32:30,The latest Odd Lots episode with in which he says Blockchain and cryptocurrencies are all awful is out The discussion lead me to an interesting realization ,,30,49,"[{""screen_name"": ""ncweaver"", ""name"": ""Nicholas Weaver"", ""id"": 2427244933, ""id_str"": ""2427244933"", ""indices"": [33, 42]}]"
301,301,0.1082,0.057,0.8759999999999999,0.067,TheStalwart,2019-03-25 13:35:27, is one of Bitcoins loudest and most informed critics And yet ultimately his view on Bitcoin is not that different from many of the most hardcore Bitcoin maximalists which is that Bitcoin is only good for one thing censorshipresistant transactions,,5,17,"[{""screen_name"": ""ncweaver"", ""name"": ""Nicholas Weaver"", ""id"": 2427244933, ""id_str"": ""2427244933"", ""indices"": [0, 9]}, {""screen_name"": ""ncweaver"", ""name"": ""Nicholas Weaver"", ""id"": 2427244933, ""id_str"": ""2427244933"", ""indices"": [11, 20]}]"
302,302,0.4588,0.09699999999999999,0.6940000000000001,0.20800000000000002,TheStalwart,2019-03-25 13:38:18,So ultimately the question comes down to values and whether digital cash is worth it since obviously anonymous online spending carries with it both good things and bad things,,0,8,[]
303,303,0.34,0.0,0.893,0.107,TheStalwart,2019-03-25 13:39:24,RT BTC costs 7 million day to secure ETH is less than 2 million Nothing else is in the seven figures New screener f ,BTC costs $7 million / day to secure. ETH is less than $2 million. Nothing else is in the seven figures. New screener from @MessariCrypto is 🔥🔥🔥 👇🏼 https://t.co/Qht5CSiG5f,69,0,"[{""screen_name"": ""twobitidiot"", ""name"": ""Ryan Selkis"", ""id"": 2193616844, ""id_str"": ""2193616844"", ""indices"": [3, 15]}]"
304,304,0.6249,0.0,0.6609999999999999,0.33899999999999997,TheStalwart,2019-03-25 13:50:20, THatd be a great followup episode topic Will do that,,0,1,"[{""screen_name"": ""IvanTheK"", ""name"": ""Ivan the K\u2122"", ""id"": 197869772, ""id_str"": ""197869772"", ""indices"": [0, 9]}, {""screen_name"": ""ncweaver"", ""name"": ""Nicholas Weaver"", ""id"": 2427244933, ""id_str"": ""2427244933"", ""indices"": [10, 19]}, {""screen_name"": ""tracyalloway"", ""name"": ""Tracy Alloway"", ""id"": 20169416, ""id_str"": ""20169416"", ""indices"": [20, 33]}]"
305,305,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 13:51:47,The Mueller report and Barrs letter about it confirms something Ive long thought about politics the state of the media and Trumps presidency,,8,89,[]
306,306,-0.3612,0.122,0.878,0.0,TheStalwart,2019-03-25 13:52:11,RT Having relentlessly criticized the Federal Reserve my entire adult life I feel now is the appropriate time to learn ,"“Having relentlessly criticized the Federal Reserve my entire adult life, I feel now is the appropriate time to learn how it operates” https://t.co/O22doE8OAb",77,0,"[{""screen_name"": ""modestproposal1"", ""name"": ""modest proposal"", ""id"": 355866075, ""id_str"": ""355866075"", ""indices"": [3, 19]}]"
307,307,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 13:53:59, Dont eat apples,,0,2,"[{""screen_name"": ""AlexParkerDC"", ""name"": ""Alex Parker"", ""id"": 275207082, ""id_str"": ""275207082"", ""indices"": [0, 13]}]"
308,308,-0.743,0.142,0.858,0.0,TheStalwart,2019-03-25 14:23:59,In the old days all this would represent inventory that needed to be written down But most of this stuff is probably made to order so I dont see much of a negative exogenous shock to the economy from the Mueller report ,,4,38,[]
309,309,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 14:25:00,RT University of Texas in email to staff and students Beginning tomorrow Bird Jump Lime and Lyft will use geofencing to ,"University of Texas in email to staff and students: ""Beginning tomorrow, Bird, Jump, Lime and Lyft will use geofencing to implement a maximum acceleration of 8 mph on their scooters in defined areas of campus""",11,0,"[{""screen_name"": ""amanbatheja"", ""name"": ""Aman Batheja"", ""id"": 14716058, ""id_str"": ""14716058"", ""indices"": [3, 15]}]"
310,310,-0.5106,0.231,0.769,0.0,TheStalwart,2019-03-25 14:27:03,RT This lifesaving toilet seat can detect signs of congestive heart failure ,This life-saving toilet seat can detect signs of congestive heart failure https://t.co/97w9Dy4QhN,12,0,"[{""screen_name"": ""tictoc"", ""name"": ""TicToc by Bloomberg"", ""id"": 252751061, ""id_str"": ""252751061"", ""indices"": [3, 10]}]"
311,311,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 14:33:06,Another way this environment is similar to the late 90s Divergent directions between the 2m10y spread and the 10y30y spread ,,1,7,[]
312,312,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 14:33:41,RT Dallas Fed Texas Manufacturing Activity Continues to Grow ,"Dallas Fed: ""Texas Manufacturing Activity Continues to Grow"" https://t.co/i9VjD5anbl",2,0,"[{""screen_name"": ""calculatedrisk"", ""name"": ""Bill McBride"", ""id"": 21810002, ""id_str"": ""21810002"", ""indices"": [3, 18]}]"
313,313,0.2732,0.0,0.826,0.174,TheStalwart,2019-03-25 14:35:31,The employment index held steady at 131 a reading well above average ,,0,6,[]
314,314,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 14:38:37,RT wild commentary from the dallas fed survey the nation has enough ,wild commentary from the dallas fed survey 'the nation has enough' https://t.co/pievx2jYZ6,5,0,"[{""screen_name"": ""dougtee"", ""name"": ""doug tee"", ""id"": 195157522, ""id_str"": ""195157522"", ""indices"": [3, 11]}]"
315,315,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 14:38:53, This is downright unAmerican,,0,1,"[{""screen_name"": ""dougtee"", ""name"": ""doug tee"", ""id"": 195157522, ""id_str"": ""195157522"", ""indices"": [0, 8]}]"
316,316,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 15:00:03,RT how our team in south africa is coping with routine power outages ,how our @business team in south africa is coping with routine power outages https://t.co/KJmn6LpscW,6,0,"[{""screen_name"": ""MollySmithNews"", ""name"": ""Molly Smith"", ""id"": 1921017906, ""id_str"": ""1921017906"", ""indices"": [3, 18]}, {""screen_name"": ""business"", ""name"": ""Bloomberg"", ""id"": 34713362, ""id_str"": ""34713362"", ""indices"": [28, 37]}]"
317,317,0.3612,0.0,0.889,0.111,TheStalwart,2019-03-25 15:03:25,RT Busy Fed morning already Chicagos Evans says the central bank could ease if the economy softens more than expected or ,Busy Fed morning already: Chicago's Evans says the central bank could ease if the economy softens more than expected or inflation or inflation expectations run too low. https://t.co/AcIYASoxPL,9,0,"[{""screen_name"": ""jeannasmialek"", ""name"": ""Jeanna Smialek"", ""id"": 258157507, ""id_str"": ""258157507"", ""indices"": [3, 17]}]"
318,318,0.2023,0.0,0.795,0.205,TheStalwart,2019-03-25 15:31:12,Finally this important market niche is being served ,,23,85,[]
319,319,0.7184,0.0,0.741,0.259,TheStalwart,2019-03-25 15:33:23,RT Imagine getting invited to a yacht party and then finding out your seat is actually on the support yacht What a slap in face,Imagine getting invited to a yacht party and then finding out your seat is actually on the support yacht. What a slap in face.,3,0,"[{""screen_name"": ""dashbot"", ""name"": ""Dashiell Bennett"", ""id"": 95356199, ""id_str"": ""95356199"", ""indices"": [3, 11]}]"
320,320,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 15:35:54,Earlier this month China made its thirdbiggest weekly purchase of pork from the US ever ,,6,8,[]
321,321,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 15:51:11,I still dont get how this can be ruled out ,,1,12,[]
322,322,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 16:06:19,RT Last weeks segment starts 2110 ,Last week's @BloombergTV segment starts @ 21:10 👇 🙏 @TheStalwart https://t.co/MYXRHWEaMI,5,0,"[{""screen_name"": ""todd_harrison"", ""name"": ""Todd Harrison"", ""id"": 39549428, ""id_str"": ""39549428"", ""indices"": [3, 17]}, {""screen_name"": ""BloombergTV"", ""name"": ""Bloomberg TV"", ""id"": 35002876, ""id_str"": ""35002876"", ""indices"": [31, 43]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [72, 84]}]"
323,323,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 16:19:44,Sen Lindsey Graham says its time for a new probe on how the Russia probe came about ,,1,10,[]
324,324,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 16:20:52,And collect our NEETBUX ,,0,5,[]
325,325,0.4588,0.0,0.857,0.14300000000000002,TheStalwart,2019-03-25 16:25:29,RT my favorite Scott Walker track I borrowed that chord progression for Lunas Slow Song Duchess Duchess light up your c ,"my favorite Scott Walker track, I borrowed that chord progression for Luna's ""Slow Song"". Duchess Duchess, light up your candles for me / Duchess Duchess put all the love back in me https://t.co/PPc0Ou3UNx",29,0,"[{""screen_name"": ""WarehamDean"", ""name"": ""Dean Wareham"", ""id"": 521522434, ""id_str"": ""521522434"", ""indices"": [3, 15]}]"
326,326,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 16:47:21, What are the models that use these surveys as an input Who uses them and for what purposes,,0,0,"[{""screen_name"": ""RomanchukBrian"", ""name"": ""Brian Romanchuk"", ""id"": 2184017301, ""id_str"": ""2184017301"", ""indices"": [0, 15]}]"
327,327,0.0772,0.0,0.915,0.085,TheStalwart,2019-03-25 16:48:31,RT Number 10 sources say still final decision on what to ask for and how,Number 10 sources say still final decision on what to ask for and how,64,0,"[{""screen_name"": ""bbclaurak"", ""name"": ""Laura Kuenssberg"", ""id"": 61183568, ""id_str"": ""61183568"", ""indices"": [3, 13]}]"
328,328,-0.34,0.43,0.35100000000000003,0.21899999999999997,TheStalwart,2019-03-25 16:54:14, Had no idea Sounds like total nonsense,,0,1,"[{""screen_name"": ""RomanchukBrian"", ""name"": ""Brian Romanchuk"", ""id"": 2184017301, ""id_str"": ""2184017301"", ""indices"": [0, 15]}]"
329,329,-0.5859,1.0,0.0,0.0,TheStalwart,2019-03-25 17:02:38,wtf ,,2,38,[]
330,330,-0.34,0.324,0.6759999999999999,0.0,TheStalwart,2019-03-25 17:05:39,This is crazy 47 minutes apart ,,1707,4074,[]
331,331,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 17:06:19,Thats the ultimate shotchaser There can never be another one,,67,691,[]
332,332,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 17:21:12,RT never tweet guest starring michael avenatti ,"never tweet, guest starring michael avenatti https://t.co/q2ARO50ya7",5,0,"[{""screen_name"": ""polly"", ""name"": ""Polly Mosendz"", ""id"": 95108733, ""id_str"": ""95108733"", ""indices"": [3, 9]}]"
333,333,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 17:24:17,Apropos of nothing thinking about this scene from Back to the Future II ,,0,5,[]
334,334,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 17:49:38,How many people when they hear the term cash back immediately think about car dealership commercials from their youth,,0,30,[]
335,335,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 17:58:06,RT Has Apple announced its meal kit delivery service yet,Has Apple announced its meal kit delivery service yet?,63,0,"[{""screen_name"": ""trengriffin"", ""name"": ""Tren Griffin"", ""id"": 21271771, ""id_str"": ""21271771"", ""indices"": [3, 15]}]"
336,336,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 18:09:29,RT China s big,China’s big,1,0,"[{""screen_name"": ""SBarlow_ROB"", ""name"": ""Scott Barlow"", ""id"": 1160783402, ""id_str"": ""1160783402"", ""indices"": [3, 15]}]"
337,337,0.6124,0.0,0.545,0.455,TheStalwart,2019-03-25 18:21:26, Market verdict on the Dems winning the house,,0,3,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
338,338,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 18:32:52,RT This isnt just a multiparty democracy thing Corbyn is at 10 with 2017 Labour voters May at just 6 with Tories h ,This isn't just a multiparty democracy thing... Corbyn is at -10 with 2017 Labour voters. May at just +6 with Tories. https://t.co/BExx80NlVZ,9,0,"[{""screen_name"": ""williamjordann"", ""name"": ""Will Jordan"", ""id"": 60993405, ""id_str"": ""60993405"", ""indices"": [3, 18]}]"
339,339,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 18:34:26,Incredible 10year yield below 24 ,,31,54,[]
340,340,-0.29600000000000004,0.071,0.929,0.0,TheStalwart,2019-03-25 18:35:26, I ll go take ten billion dollars off your client s market cap But I m not fing around Avenatti told attorneys for Nike in a March 20 phone call according to a complaint unsealed Monday ,,22,87,[]
341,341,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 18:56:10,Some streetwear brand should screenprint this onto a tshirt and sell it for 75 via Insta Would blow up right now HT ,,28,142,"[{""screen_name"": ""baseballcrank"", ""name"": ""Dan McLaughlin"", ""id"": 38021361, ""id_str"": ""38021361"", ""indices"": [121, 135]}]"
342,342,0.4215,0.0,0.263,0.737,TheStalwart,2019-03-25 19:19:14,RT True ,@TheStalwart True. https://t.co/XQk8e5eVat,2,0,"[{""screen_name"": ""ColinPanula"", ""name"": ""Colin Anderson"", ""id"": 907724238131310592, ""id_str"": ""907724238131310592"", ""indices"": [3, 15]}, {""screen_name"": ""TheStalwart"", ""name"": ""Joe Weisenthal"", ""id"": 14096763, ""id_str"": ""14096763"", ""indices"": [17, 29]}]"
343,343,0.4404,0.0,0.873,0.127,TheStalwart,2019-03-25 19:25:18,RT The cost of the December rate hike now looks fairly high economically and politically Powell would have been better served ,"“The cost of the December rate hike now looks fairly high, economically and politically ... Powell would have been better served by losing the battle but winning the war by appearing to give Trump the win and passing on the rate boost”—@TimDuy https://t.co/VZespGicgD",11,0,"[{""screen_name"": ""boes_"", ""name"": ""Matthew B"", ""id"": 42570063, ""id_str"": ""42570063"", ""indices"": [3, 9]}]"
344,344,-0.6664,0.332,0.6679999999999999,0.0,TheStalwart,2019-03-25 19:45:20,RT Im not a fan of Stephen Moore It is hard to imagine a worse pick for the ,I'm not a fan of Stephen Moore. It is hard to imagine a worse pick for the @federalreserve. https://t.co/Mbl11gkPyN,8,0,"[{""screen_name"": ""WilliamJLuther"", ""name"": ""William J. Luther"", ""id"": 736821590, ""id_str"": ""736821590"", ""indices"": [3, 18]}, {""screen_name"": ""federalreserve"", ""name"": ""Federal Reserve"", ""id"": 26538229, ""id_str"": ""26538229"", ""indices"": [95, 110]}]"
345,345,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 19:50:03,Its TV time ,,1,6,[]
346,346,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 19:53:44,RT Some Democrats ask Now that Muellers over where are Trumps tax returns ,"Some Democrats ask: Now that Mueller's over, where are Trump's tax returns? https://t.co/GIx21uBzIS",2,0,"[{""screen_name"": ""joelight"", ""name"": ""Joe Light"", ""id"": 23365046, ""id_str"": ""23365046"", ""indices"": [3, 12]}]"
347,347,0.0,0.0,0.0,0.0,TheStalwart,2019-03-25 19:54:43, ,,0,0,"[{""screen_name"": ""ZaraKessler"", ""name"": ""Zara Kessler"", ""id"": 47835332, ""id_str"": ""47835332"", ""indices"": [0, 12]}]"
348,348,0.3818,0.16899999999999998,0.5379999999999999,0.292,TheStalwart,2019-03-25 20:19:44,Wow GMOs James Montier torches the MMT critics here ,,92,198,[]
349,349,0.7184,0.0,0.5,0.5,TheStalwart,2019-03-25 20:36:48,RT Square Cash has better rewards than this ,Square Cash has better rewards than this... https://t.co/vmWejJo8Ev,14,0,"[{""screen_name"": ""julieverhage"", ""name"": ""Julie VerHage"", ""id"": 21570308, ""id_str"": ""21570308"", ""indices"": [3, 16]}]"
350,350,0.3612,0.0,0.872,0.128,TheStalwart,2019-03-25 20:42:49,RT Ben Sasse supports Moore Steve s nomination has thrown the cardcarrying members of the Beltway establishment into a ti ,"Ben Sasse supports Moore: ""Steve’s nomination has thrown the card-carrying members of the Beltway establishment into a tizzy, and that says little about Steve and his belief in American ingenuity, but a lot about central planners’ devotion to groupthink.” https://t.co/x4DXmxiZ0e",63,0,"[{""screen_name"": ""NickTimiraos"", ""name"": ""Nick Timiraos"", ""id"": 59603406, ""id_str"": ""59603406"", ""indices"": [3, 16]}]"
351,351,0.34,0.0,0.8759999999999999,0.124,TheStalwart,2019-03-25 20:43:54,RT Moore s appointment is a consequence of not knowing how to play the game directly stemmed from December hike ,"Moore’s appointment is a consequence of not knowing how to play the game, directly stemmed from December hike https://t.co/BlmCndWgfk",7,0,"[{""screen_name"": ""ReformedBroker"", ""name"": ""Downtown Josh Brown"", ""id"": 22522178, ""id_str"": ""22522178"", ""indices"": [3, 18]}]"
352,352,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 20:46:06, on WDYM ,,1,3,"[{""screen_name"": ""RobDotHutton"", ""name"": ""Robert Hutton"", ""id"": 105236496, ""id_str"": ""105236496"", ""indices"": [1, 14]}]"
353,353,-0.5574,0.175,0.825,0.0,TheStalwart,2019-03-25 20:49:46,RT Changes over the past 18 months structurally higher deficits Jobs GuaranteeGreen New DealMedicare for AllMMT debates po ,"Changes over the past 18 months: structurally higher deficits, Jobs Guarantee/Green New Deal/Medicare for All/MMT debates, politicizing the FOMC. Treasury market acting like the 2010’s policy regime is intact though.",9,0,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [3, 12]}]"
354,354,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 20:49:57, Column,,0,3,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
355,355,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 20:52:28, I thought Trump would be more inflationary but in retrospect that was probably not in the cards with the ultimate Boomer President,,0,7,"[{""screen_name"": ""conorsen"", ""name"": ""Conor Sen"", ""id"": 70778344, ""id_str"": ""70778344"", ""indices"": [0, 9]}]"
356,356,0.3612,0.0,0.7829999999999999,0.217,TheStalwart,2019-03-25 20:59:43,It sounds like things arent going very smoothly with Brexit ,,0,11,[]
357,357,-0.2023,0.115,0.799,0.087,TheStalwart,2019-03-25 21:05:55,RT There have been takes like this coming out of Silicon Valley for as long as I can remember and they are just as dumb today ,There have been takes like this coming out of Silicon Valley for as long as I can remember and they are just as dumb today as they were in 1999. Tuition keeps going up because a college degree (and especially an elite college degree) keeps getting more valuable. https://t.co/DFGTKEtIe8,12,0,"[{""screen_name"": ""binarybits"", ""name"": ""Timothy B. Lee"", ""id"": 14165170, ""id_str"": ""14165170"", ""indices"": [3, 14]}]"
358,358,-0.0516,0.132,0.774,0.094,TheStalwart,2019-03-25 21:24:42,Funny lawsuit in the crypto world Mining company accused of setting up is its own electrical transformer in rented NYC office space without telling the landlord via ,,11,32,"[{""screen_name"": ""NelsonMRosario"", ""name"": ""Nelson M. Rosario"", ""id"": 398340930, ""id_str"": ""398340930"", ""indices"": [190, 205]}]"
359,359,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 22:54:38,Am I doing this right if I RT this now ,,33,152,[]
360,360,-0.2732,0.22399999999999998,0.621,0.155,TheStalwart,2019-03-25 22:56:47,Is this like when a CEO gets fired and the stock goes up ,,19,46,[]
361,361,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 22:57:41, Thats the validation I was looking for,,0,2,"[{""screen_name"": ""RobDotHutton"", ""name"": ""Robert Hutton"", ""id"": 105236496, ""id_str"": ""105236496"", ""indices"": [0, 13]}]"
362,362,0.0,0.0,1.0,0.0,TheStalwart,2019-03-25 23:05:11,RT I wrote a long reflection on five months of vaping nicotine for rslatestarcodex ,I wrote a long reflection on five months of vaping nicotine for /r/slatestarcodex https://t.co/NhtAsPvu82,1,0,"[{""screen_name"": ""sonyaellenmann"", ""name"": ""\ud83e\udd16 Sonya Mann \ud83c\udf80"", ""id"": 1247464470, ""id_str"": ""1247464470"", ""indices"": [3, 18]}]"
363,363,0.0,0.0,1.0,0.0,TheStalwart,2019-03-26 00:37:55, Whos the macro tourist,,0,0,[]
364,364,-0.1531,0.615,0.385,0.0,TheStalwart,2019-03-26 08:08:48,Whatd I miss,,0,3,[]
365,365,0.0,0.0,1.0,0.0,TheStalwart,2019-03-26 09:11:01,RT Every company eventually moves into banking,Every company eventually moves into banking.,578,0,"[{""screen_name"": ""stevesi"", ""name"": ""Steven Sinofsky"", ""id"": 13418072, ""id_str"": ""13418072"", ""indices"": [3, 11]}]"
366,366,0.0,0.0,1.0,0.0,TheStalwart,2019-03-26 09:22:45,The proportion of the yield curve that is inverted remains below levels seen prior to other recessions per Goldman ,,22,39,[]
367,367,-0.2755,0.095,0.905,0.0,TheStalwart,2019-03-26 09:32:29,RT If people are choosing to work they are choosing to work Why is that unsustainable Why dont they represent a greater ,"If people are choosing to work, they are choosing to work. Why is that unsustainable? Why don't they represent a greater supply potential than we realized rather than some unsustainable overheating?",12,0,"[{""screen_name"": ""neelkashkari"", ""name"": ""Neel Kashkari"", ""id"": 1135512301, ""id_str"": ""1135512301"", ""indices"": [3, 16]}]"
368,368,0.8126,0.0,0.693,0.307,TheStalwart,2019-03-26 09:54:51,RT Something I think about a lot I started to adopt an MMT framework because it was the best one I could fit to observable data ,Something I think about a lot: I started to adopt an MMT framework because it was the best one I could fit to observable data. It’s really easy to see who takes that approach versus who doesn’t when engaging with it. https://t.co/UN65EihV05,53,0,"[{""screen_name"": ""pearkes"", ""name"": ""George Pearkes"", ""id"": 18300968, ""id_str"": ""18300968"", ""indices"": [3, 11]}]"
369,369,-0.29600000000000004,0.16699999999999998,0.833,0.0,TheStalwart,2019-03-26 09:58:21,RT The choice seems to be Mrs May s deal or no Brexit ,The choice seems to be Mrs May’s deal or no Brexit. https://t.co/GggHZ7NEv5,998,0,"[{""screen_name"": ""Jacob_Rees_Mogg"", ""name"": ""Jacob Rees-Mogg"", ""id"": 885838630928994304, ""id_str"": ""885838630928994304"", ""indices"": [3, 19]}]"
370,370,-0.7717,0.233,0.7020000000000001,0.065,TheStalwart,2019-03-26 10:05:52,Damn international growth helped the company more than double its sales to 182 billion in 2018 from a year earlier Over the same period WeWork s losses also more than doubled to 193 billion ,,20,26,[]
371,371,0.0,0.0,1.0,0.0,TheStalwart,2019-03-26 10:21:22,Global carbon emissions from fossil fuel consumption just hit its highest level ever ,,22,21,[]
372,372,-0.4767,0.341,0.659,0.0,TheStalwart,2019-03-26 10:22:02, What do you mean by poor persistence,,0,1,"[{""screen_name"": ""dsquareddigest"", ""name"": ""Dan Davies"", ""id"": 211106542, ""id_str"": ""211106542"", ""indices"": [0, 15]}]"
373,373,-0.34,0.203,0.7090000000000001,0.08800000000000001,TheStalwart,2019-03-26 10:29:07,RT Its hard to reconcile why the rates market would begin pricing in rate cuts at the same time the riskier parts of credit cont ,It's hard to reconcile why the rates market would begin pricing in rate cuts at the same time the riskier parts of credit continue to rally. An environment where the Fed needs to cut is not typically an environment where risk performs well. Something has to give there. Which?,5,0,"[{""screen_name"": ""FerroTV"", ""name"": ""Jonathan Ferro"", ""id"": 1015241814, ""id_str"": ""1015241814"", ""indices"": [3, 11]}]"
374,374,0.4767,0.0,0.8290000000000001,0.171,TheStalwart,2019-03-26 10:43:44, If everyone of your followers just gets 14 of their friends to follow youll be there,,0,0,"[{""screen_name"": ""CNBCJou"", ""name"": ""Joumanna Bercetche"", ""id"": 370807603, ""id_str"": ""370807603"", ""indices"": [0, 8]}]"
